"LABEL","PLATFORM","TYPE","RUSSIAN","ENGLISH","AMERICAN"
"A55_NAME_OF_ACHIEVEMENT","All","Ach_Name","I ain't afraid of no Ghosts!","Я не боюсь никаких призраков!","Я не боюсь никаких призраков!"
"A56_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Collect any Minikit within the 'Ghostbusters!' level","Соберите любой мини-набор на уровне 'Охотники за привидениями!'","Соберите любой мини-набор на уровне 'Охотники за привидениями!'"
"A56_DESC2_OF_ACHIEVEMENT","All","Marketing","Collected any Minikit within the 'Ghostbusters!' level","Любой мини-набор на уровне 'Охотники за привидениями!' собран","Любой мини-набор на уровне 'Охотники за привидениями!' собран"
"A56_NAME_OF_ACHIEVEMENT","All","Ach_Name","WE GOT ONE!!!","ПОЙМАЛИ!!!","ПОЙМАЛИ!!!"
"A57_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Achieve the 'Rule Breaker' stud goal in the 'Ghostbusters!' level","Получите статус 'Нарушитель правил' на уровне 'Охотники за привидениями!'","Получите статус 'Нарушитель правил' на уровне 'Охотники за привидениями!'"
"A57_DESC2_OF_ACHIEVEMENT","All","Marketing","Achieved the 'Rule Breaker' stud goal in the 'Ghostbusters!' level","Статус 'Нарушитель правил' на уровне 'Охотники за привидениями!' получен","Статус 'Нарушитель правил' на уровне 'Охотники за привидениями!' получен"
"A57_NAME_OF_ACHIEVEMENT","All","Ach_Name","Rule breakin' makes me feel good","Нарушать правила — это так здорово","Нарушать правила — это так здорово"
"A58_DESC_OF_ACHIEVEMENT","All","Ach_Desc","A58_DESC_OF_ACHIEVEMENT","A58_DESC_OF_ACHIEVEMENT","A58_DESC_OF_ACHIEVEMENT"
"A58_DESC2_OF_ACHIEVEMENT","All","Marketing","A58_DESC2_OF_ACHIEVEMENT","A58_DESC2_OF_ACHIEVEMENT","A58_DESC2_OF_ACHIEVEMENT"
"A58_NAME_OF_ACHIEVEMENT","All","Ach_Name","A58_NAME_OF_ACHIEVEMENT","A58_NAME_OF_ACHIEVEMENT","A58_NAME_OF_ACHIEVEMENT"
"A59_DESC_OF_ACHIEVEMENT","All","Ach_Desc","A59_DESC_OF_ACHIEVEMENT","A59_DESC_OF_ACHIEVEMENT","A59_DESC_OF_ACHIEVEMENT"
"A59_DESC2_OF_ACHIEVEMENT","All","Marketing","A59_DESC2_OF_ACHIEVEMENT","A59_DESC2_OF_ACHIEVEMENT","A59_DESC2_OF_ACHIEVEMENT"
"A59_NAME_OF_ACHIEVEMENT","All","Ach_Name","A59_NAME_OF_ACHIEVEMENT","A59_NAME_OF_ACHIEVEMENT","A59_NAME_OF_ACHIEVEMENT"
"A60_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Complete 'Древние обломки'","Пройдите 'Ретро-разгром'","Пройдите 'Ретро-разгром'"
"A60_DESC2_OF_ACHIEVEMENT","All","Marketing","Completed 'Древние обломки'","Уровень 'Ретро-разгром' пройден","Уровень 'Ретро-разгром' пройден"
"A60_NAME_OF_ACHIEVEMENT","All","Ach_Name","New High Score","Новый рекорд","Новый рекорд"
"A61_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Obtain any Minikit within 'Древние обломки'","Соберите любой мини-набор на уровне 'Ретро-разгром'","Соберите любой мини-набор на уровне 'Ретро-разгром'"
"A61_DESC2_OF_ACHIEVEMENT","All","Marketing","Obtained any Minikit within 'Древние обломки'","Любой мини-набор на уровне 'Ретро-разгром' собран","Любой мини-набор на уровне 'Ретро-разгром' собран"
"A61_NAME_OF_ACHIEVEMENT","All","Ach_Name","Power Up!","Усиление!","Усиление!"
"A62_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Achieve the 'Rule Breaker' stud goal in 'Древние обломки'","Получите статус 'Нарушитель правил' на уровне 'Ретро-разгром'","Получите статус 'Нарушитель правил' на уровне 'Ретро-разгром'"
"A62_DESC2_OF_ACHIEVEMENT","All","Marketing","Achieved the 'Rule Breaker' stud goal in 'Древние обломки'","Статус 'Нарушитель правил' на уровне 'Ретро-разгром' получен","Статус 'Нарушитель правил' на уровне 'Ретро-разгром' получен"
"A62_NAME_OF_ACHIEVEMENT","All","Ach_Name","Insert Stud","Вставьте детальку","Вставьте детальку"
"A65_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Complete 'The Dalek Extermination of Earth'","Пройдите 'Истребление далеками Земли'","Пройдите 'Истребление далеками Земли'"
"A65_DESC2_OF_ACHIEVEMENT","All","Marketing","Completed 'The Dalek Extermination of Earth'","Уровень 'Истребление далеками Земли' пройден","Уровень 'Истребление далеками Земли' пройден"
"A65_NAME_OF_ACHIEVEMENT","All","Ach_Name","Our destiny is in the stars","Наша судьба — среди звёзд","Наша судьба — среди звёзд"
"A66_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Build the TARDIS","Постройте ТАРДИС","Постройте ТАРДИС"
"A66_DESC2_OF_ACHIEVEMENT","All","Marketing","Built the TARDIS","ТАРДИС построена","ТАРДИС построена"
"A66_NAME_OF_ACHIEVEMENT","All","Ach_Name","A madman with a box","Безумец с будкой","Безумец с будкой"
"A67_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Collect any Minikit within the 'The Dalek Extermination of Earth' level","Соберите любой мини-набор на уровне 'Истребление далеками Земли'","Соберите любой мини-набор на уровне 'Истребление далеками Земли'"
"A67_DESC2_OF_ACHIEVEMENT","All","Marketing","Collected any Minikit within the 'The Dalek Extermination of Earth' level","Любой мини-набор на уровне 'Истребление далеками Земли' собран","Любой мини-набор на уровне 'Истребление далеками Земли' собран"
"A67_NAME_OF_ACHIEVEMENT","All","Ach_Name","A Minikit! Minikits are cool!","Мини-набор! Мини-наборы — это круто!","Мини-набор! Мини-наборы — это круто!"
"A68_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Achieve the ''Rule Breaker'' stud goal in the 'The Dalek Extermination of Earth' level","Получите статус ''Нарушитель правил'' на уровне 'Истребление далеками Земли'","Получите статус ''Нарушитель правил'' на уровне 'Истребление далеками Земли'"
"A68_DESC2_OF_ACHIEVEMENT","All","Marketing","Achieved the ''Rule Breaker'' stud goal in the 'The Dalek Extermination of Earth' level",,
"A68_NAME_OF_ACHIEVEMENT","All","Ach_Name","People come along and break them","Люди приходят и нарушают их","Люди приходят и нарушают их"
"A69_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Complete 'A Book and a Bad Guy'","Пройдите 'Книга и злодей'","Пройдите 'Книга и злодей'"
"A69_DESC2_OF_ACHIEVEMENT","All","Marketing","Completed 'A Book and a Bad Guy'","Уровень 'Книга и злодей' пройден","Уровень 'Книга и злодей' пройден"
"A69_NAME_OF_ACHIEVEMENT","All","Ach_Name","The fun will never end!","Веселье никогда не закончится!","Веселье никогда не закончится!"
"A70_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Collect any Minikit in the 'A Book and a Bad Guy' level","Соберите любой мини-набор на уровне 'Книга и злодей'","Соберите любой мини-набор на уровне 'Книга и злодей'"
"A70_DESC2_OF_ACHIEVEMENT","All","Marketing","Collected any Minikit in the 'A Book and a Bad Guy' level","Любой мини-набор на уровне 'Книга и злодей' собран","Любой мини-набор на уровне 'Книга и злодей' собран"
"A70_NAME_OF_ACHIEVEMENT","All","Ach_Name","Another for the Treasure Room!","Ещё один для сокровищницы!","Ещё один для сокровищницы!"
"A71_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Achieve the ''Rule Breaker'' stud goal in the 'A Book and a Bad Guy level","Получите статус ''Нарушитель правил'' на уровне 'Книга и злодей'","Получите статус ''Нарушитель правил'' на уровне 'Книга и злодей'"
"A71_DESC2_OF_ACHIEVEMENT","All","Marketing","Achieved the ''Rule Breaker'' stud goal in the 'A Book and a Bad Guy' level","Статус ''Нарушитель правил'' на уровне 'Книга и злодей' получен","Статус ''Нарушитель правил'' на уровне 'Книга и злодей' получен"
"A71_NAME_OF_ACHIEVEMENT","All","Ach_Name","Mathematical!","Математично!","Математично!"
"A72_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Complete all of the levels in the Ghostbusters (2016) Story Pack","Пройдите все уровни сюжетного набора Ghostbusters (2016)","Пройдите все уровни сюжетного набора Ghostbusters (2016)"
"A72_DESC2_OF_ACHIEVEMENT","All","Marketing","Completed all of the levels in the Ghostbusters (2016) Story Pack","Все уровни сюжетного набора Ghostbusters (2016) пройдены","Все уровни сюжетного набора Ghostbusters (2016) пройдены"
