"LABEL","PLATFORM","TYPE","ENGLISH","AMERICAN","FRENCH","GERMAN","SPANISH","ITALIAN","DANISH","FRENCH CANADIAN","DUTCH","MEXICAN"
"A22_NAME_OF_ACHIEVEMENT","All","Ach_Name","Dimensional Explorer","Dimensional Explorer","Explorateur dimensionnel","Dimensionenforscher","Explorador dimensional","Esploratore dimensionale","Dimensionsudforsker","Explorateur dimensionnel","Ontdekkingsreiziger in de ruimte","Explorador dimensional"
"A23_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Collect 5 Gold Bricks","Collect 5 Gold Bricks","Récoltez 5 briques dorées.","Sammle 5 Goldene Steine","Colecciona 5 ladrillos dorados","Raccogli 5 mattoncini d'oro","Indsaml 5 guldklodser","Récoltez 5 briques dorées.","Verzamel 5 gouden stenen","Junta 5 ladrillos dorados"
"A23_DESC2_OF_ACHIEVEMENT","All","Marketing","Collected 5 Gold Bricks","Collected 5 Gold Bricks","Vous avez récolté 5 briques dorées.","Du hast 5 Goldene Steine gesammelt","Coleccionaste 5 ladrillos dorados","Hai raccolto 5 mattoncini d'oro","Indsamlede 5 guldklodser","Vous avez récolté 5 briques dorées.","5 gouden stenen verzameld","Juntaste 5 ladrillos dorados"
"A23_NAME_OF_ACHIEVEMENT","All","Ach_Name","Time for an Upgrade!","Time for an Upgrade!","Il est temps d'améliorer !","Zeit zum Aufrüsten!","¡Hora de una mejora!","Aggiorniamoci!","Tid til en opgradering!","Il est temps d'améliorer !","Tijd voor een upgrade!","¡Hora de una mejora!"
"A24_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Collect 30 Gold Bricks","Collect 30 Gold Bricks","Récoltez 30 briques dorées.","Sammle 30 Goldene Steine","Colecciona 30 ladrillos dorados","Raccogli 30 mattoncini d'oro","Indsaml 30 guldklodser","Récoltez 30 briques dorées.","Verzamel 30 gouden stenen","Junta 30 ladrillos dorados"
"A24_DESC2_OF_ACHIEVEMENT","All","Marketing","Collected 30 Gold Bricks","Collected 30 Gold Bricks","Vous avez récolté 30 briques dorées.","Du hast 30 Goldene Steine gesammelt","Coleccionaste 30 ladrillos dorados","Hai raccolto 30 mattoncini d'oro","Indsamlede 30 guldklodser","Vous avez récolté 30 briques dorées.","30 gouden stenen verzameld","Juntaste 30 ladrillos dorados"
"A24_NAME_OF_ACHIEVEMENT","All","Ach_Name","The Real Golden Master!","The Real Golden Master!","Le véritable Maître doré !","Der wahre Meister des Goldes!","¡El auténtico maestro dorado!","Il vero maestro d'oro!","Den Sande Gyldne Mester!","Le véritable Maître doré !","De echte goudmeester!","¡El verdadero maestro dorado!"
"A25_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Complete a race in any of the hub worlds","Complete a race in any of the hub worlds","Terminez une course dans un monde Hub.","Beende ein Rennen in einer beliebigen Welt","Completa una carrera en cualquier mundo central","Completa una gara di corsa in un mondo hub","Fuldfør et ræs i en hub-verden","Terminez une course dans un monde Hub.","Voltooi een race in een van de Hub-werelden","Completa una carrera en cualquier mundo central"
"A25_DESC2_OF_ACHIEVEMENT","All","Marketing","Completed a race in any of the hub worlds","Completed a race in any of the hub worlds","Vous avez terminé une course dans un monde Hub.","Du hast eins der Rennen beendet","Completaste una carrera en cualquier mundo central","Hai completato una gara di corsa in un mondo hub","Fuldførte et ræs i en hub-verden","Vous avez terminé une course dans un monde Hub.","Een race voltooid in een van de Hub-werelden","Completaste una carrera en cualquier mundo central"
"A25_NAME_OF_ACHIEVEMENT","All","Ach_Name","Dimensional Dasher","Dimensional Dasher","Précipitation dimensionnelle","Dimensionen-Raser","Velocista dimensional","Velocista dimensionale","Dimensionssprinter","Précipitation dimensionnelle","Ruimteracer","Velocista dimensional"
"A26_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Complete 5 hub races","Complete 5 hub races","Terminez 5 courses du Hub.","Beende fünf Rennen","Completa 5 carreras en el centro","Completa 5 gare di corsa in un hub","Fuldfør 5 hub-ræs","Terminez 5 courses du Hub.","Voltooi 5 verschillende Hub-races","Completa 5 carreras centrales"
"A26_DESC2_OF_ACHIEVEMENT","All","Marketing","Completed 5 hub races","Completed 5 hub races","Vous avez terminé 5 courses du Hub.","Du hast fünf Rennen beendet","Completaste 5 carreras en el centro","Hai completato 5 gare di corsa in un hub","Fuldførte 5 hub-ræs","Vous avez terminé 5 courses du Hub.","5 verschillende Hub-races voltooid","Completaste 5 carreras centrales"
"A26_NAME_OF_ACHIEVEMENT","All","Ach_Name","Pedal to the Metal","Pedal to the Metal","Appuyer sur le champignon","Auf die Tube gedrückt","Acelera a fondo","A tavoletta","Sømmet i bund","Appuyer sur le champignon","Vol gas","Acelera a fondo"
"A27_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Complete one of the Two-Player Battle modes","Complete one of the Two-Player Battle modes","Terminez l'un des modes de bataille à 2 joueurs.","Beende einen der Zwei-Spieler-Modi","Completa uno de los modos de batalla para dos jugadores","Completa una delle modalità Battaglia per due giocatori","Gennemfør et to-spiller kamp-modus","Terminez l'un des modes de bataille à 2 joueurs.","Voltooi een van de vechtspeltypen voor twee spelers","Completa uno de los dos modos de batalla para dos jugadores"
"A27_DESC2_OF_ACHIEVEMENT","All","Marketing","Completed one of the Two-Player Battle modes","Completed one of the Two-Player Battle modes","Vous avez terminé l'un des modes de bataille à 2 joueurs.","Du hast einen der Zwei-Spieler-Modi beendet","Completaste uno de los modos de batalla para dos jugadores","Hai completato una delle modalità Battaglia per due giocatori","Gennemførte et to-spiller kamp-modus","Vous avez terminé l'un des modes de bataille à 2 joueurs.","Een van de vechtspeltypen voor twee spelers voltooid","Completaste uno de los dos modos de batalla para dos jugadores"
"A27_NAME_OF_ACHIEVEMENT","All","Ach_Name","Winner Stays On","Winner Stays On","Le gagnant reste","Der Gewinner kommt weiter","El ganador queda","Un solo vincitore","Vinderen fortsætter","Le gagnant reste","De winnaar mag blijven","El ganador queda"
"A28_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Complete one of each type of the Two-Player Battle modes","Complete one of each type of the Two-Player Battle modes","Terminez un de chaque type des modes de bataille à 2 joueurs.","Beende in allen Zwei-Spieler-Modi mindestens eine Runde","Completa uno de cada tipo de los modos de batalla para dos jugadores","Completa una di ogni tipo di modalità Battaglia per due giocatori","Gennemfør en af hver type to-spiller kamp-modus","Terminez un de chaque type des modes de bataille à 2 joueurs.","Voltooi een van elk vechtspeltype voor twee spelers","Completa uno de cada tipo de los modos de batalla para dos jugadores"
"A28_DESC2_OF_ACHIEVEMENT","All","Marketing","Completed one of each type of the Two-Player Battle modes","Completed one of each type of the Two-Player Battle modes","Vous avez terminé un de chaque type des modes de bataille à 2 joueurs.","Du hast alle Zwei-Spieler-Modi mindestens einmal gespielt","Completaste uno de cada tipo de los modos de batalla para dos jugadores","Hai completato una di ogni tipo di modalità Battaglia per due giocatori","Gennemførte en af hver type to-spiller kamp-modus","Vous avez terminé un de chaque type des modes de bataille à 2 joueurs.","Een van elk vechtspeltype voor twee spelers voltooid","Completaste uno de cada tipo de los modos de batalla para dos jugadores"
"A28_NAME_OF_ACHIEVEMENT","All","Ach_Name","Score-Settler","Score-Settler","Régler ses comptes","Die Abrechnung","Ajuste de cuentas","Saldare i conti","Udligning","Régler ses comptes","Vereffen de rekening","Ajustacuentas"
"A29_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Complete any hub world quest","Complete any hub world quest","Terminez une quête dans un monde Hub.","Schließ einen beliebigen Auftrag ab","Completa una misión de cualquier mundo central","Completa una missione in un mondo hub","Gennemfør en hub-verden mission","Terminez une quête dans un monde Hub.","Voltooi een willekeurige Hub-wereldmissie","Completa la aventura de cualquier mundo central"
"A29_DESC2_OF_ACHIEVEMENT","All","Marketing","Completed any hub world quest","Completed any hub world quest","Vous avez terminé une quête dans un monde Hub.","Du hast einen Auftrag beendet","Completaste una misión de cualquier mundo central","Hai completato una missione in un mondo hub","Gennemførte en hub-verden mission","Vous avez terminé une quête dans un monde Hub.","Een willekeurige Hub-wereldmissie voltooid","Completaste la aventura de cualquier mundo central"
"A29_NAME_OF_ACHIEVEMENT","All","Ach_Name","The Heroes We Need","The Heroes We Need","Mes héros !","Die Helden, die wir brauchen","Los héroes que necesitamos","Gli eroi di cui abbiamo bisogno","De helte vi har brug for","Mes héros !","De helden die we nodig hebben","Los héroes que necesitamos"
"A30_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Complete any hub world renovation","Complete any hub world renovation","Terminez une restauration dans un monde Hub.","Schließ eins der Renovierungsprojekte ab","Completa la renovación de cualquier mundo central","Completa un restauro in un mondo hub","Gennemfør en hub-verden renovering","Terminez une restauration dans un monde Hub.","Voltooi een willekeurige Hub-wereldrenovatie","Completa la renovación de cualquier mundo central"
"A30_DESC2_OF_ACHIEVEMENT","All","Marketing","Completed any hub world renovation","Completed any hub world renovation","Vous avez terminé une restauration dans un monde Hub.","Du hast eins der Renovierungsprojekte abgeschlossen","Completaste la renovación de cualquier mundo central","Hai completato un restauro in un mondo hub","Gennemførte en hub-verden renovering","Vous avez terminé une restauration dans un monde Hub.","Een willekeurige Hub-wereldrenovatie voltooid","Completaste la renovación de cualquier mundo central"
"A30_NAME_OF_ACHIEVEMENT","All","Ach_Name","Restoring Order","Restoring Order","Restaurer l'ordre.","Ordnung wiederherstellen","Restaurando el orden","Ripristina l'ordine","Genopret orden","Restaurer l'ordre.","Herstel de orde","Restaurando el orden"
"A31_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Complete 15 hub world renovations","Complete 15 hub world renovations","Terminez 15 restaurations dans les mondes Hub.","Schließ 15 Renovierungsprojekte ab","Completa 15 renovaciones en los mundos centrales","Completa 15 restauri in un mondo hub","Gennemfør 15 hub-verden renoveringer","Terminez 15 restaurations dans les mondes Hub.","Voltooi 15 Hub-wereldrenovaties","Completa 15 renovaciones de mundos centrales"
"A31_DESC2_OF_ACHIEVEMENT","All","Marketing","Completed 15 hub world renovations","Completed 15 hub world renovations","Vous avez terminé 15 restaurations dans les mondes Hub.","Du hast 15 Renovierungsprojekte abgeschlossen","Completaste 15 renovaciones en los mundos centrales","Hai completato 15 restauri in un mondo hub","Gennemførte 15 hub-verden renoveringer","Vous avez terminé 15 restaurations dans les mondes Hub.","15 Hub-wereldrenovaties voltooid","Completaste 15 renovaciones de mundos centrales"
"A31_NAME_OF_ACHIEVEMENT","All","Ach_Name","Official Master Builder","Official Master Builder","Maître Constructeur officiel","Offizieller Meisterbauer","Maestro constructor oficial","Mastro costruttore ufficiale","Officiel Mesterbygger","Maître Constructeur officiel","Officiële meesterbouwer","Maestro constructor certificado"
"A32_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Travel through 20 rifts throughout the game","Travel through 20 rifts throughout the game","Traversez 20 failles.","Reise im Spiel durch 20 Tunnel","Viaja por 20 fisuras en todo el juego","Attraversa 20 varchi nel gioco","Rejs igennem 20 sprækker i spillet","Traversez 20 failles.","Reis door 20 kloven in het spel","Viaja por 20 grietas en todo el juego"
"A32_DESC2_OF_ACHIEVEMENT","All","Marketing","Travelled through 20 rifts throughout the game","Travelled through 20 rifts throughout the game","Vous avez traversé 20 failles.","Du bist im Spiel durch 20 Tunnel gereist","Viajaste por 20 fisuras en todo el juego","Hai attraversato 20 varchi nel gioco","Rejste igennem 20 sprækker i spillet","Vous avez traversé 20 failles.","Door 20 kloven in het spel gereisd","Viajaste por 20 grietas en todo el juego"
"A32_NAME_OF_ACHIEVEMENT","All","Ach_Name","Taking the Tube","Taking the Tube","C'est comme le métro !","Die bequemste Art zu reisen?","Por el túnel","Prendi la metro","Igennem røret","C'est comme le métro !","Met de metro","Por el túnel"
"A33_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Complete ''Aperture Science Enrichment Centre'' within 25 minutes","Complete ''Aperture Science Enrichment Center'' within 25 minutes","Terminez le niveau ''Centre d'enrichissement d'Aperture Science'' en moins de 25 minutes.","Beende „Aperture Science Enrichment Centre“ innerhalb von 25 Minuten","Completa «Centro de desarrollo de Aperture Science» en menos de 25 minutos","Completa ''Centro di Arricchimento Aperture Science'' entro 25 minuti","Gennemfør ''Aperture Science berigelsescenter'' banen på 25 minutter eller mindre","Terminez le niveau ''Centre d'enrichissement d'Aperture Science'' en moins de 25 minutes.","Voltooi 'Verrijkingscentrum Aperture Science' binnen 25 minuten","Completa «Centro de desarrollo de Aperture Science» en 25 minutos"
"A33_DESC2_OF_ACHIEVEMENT","All","Marketing","Completed ''Aperture Science Enrichment Centre'' within 25 minutes","Completed ''Aperture Science Enrichment Center'' within 25 minutes","Vous avez terminé le niveau ''Centre d'enrichissement d'Aperture Science'' en moins de 25 minutes.","Du hast „Aperture Science Enrichment Centre“ innerhalb von 25 Minuten beendet","Completaste «Centro de desarrollo de Aperture Science» en menos de 25 minutos","Hai completato ''Centro di Arricchimento Aperture Science'' entro 25 minuti","Gennemførte ''Aperture Science berigelsescenter'' banen på 25 minutter eller mindre","Vous avez terminé le niveau ''Centre d'enrichissement d'Aperture Science'' en moins de 25 minutes.","Voltooid: 'Verrijkingscentrum Aperture Science' binnen 25 minuten","Completaste «Centro de desarrollo de Aperture Science» en 25 minutos"
"A33_NAME_OF_ACHIEVEMENT","All","Ach_Name","Speedy Thing Goes In...","Speedy Thing Goes In...","Entrée rapide","Was schnell rein geht ...","Cosa rápida entra...","Qualcosa di veloce entra...","Hurtige ting ryger ind...","Entrée rapide","Supersnellerik...","Cosa rápida entra..."
"A34_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Complete a level while only ever keeping one character active on the Toy Pad","Complete a level while only ever keeping one character active on the Toy Pad","Terminez un niveau en ne gardant qu'un seul personnage actif sur le Toy Pad.","Beende ein Level mit jeweils einem aktiven Charakter","Completa un nivel con solo un personaje activo en la plataforma en todo momento","Completa un livello mantenendo uno solo personaggio attivo sul Toy Pad","Gennemfør en bane med kun en aktiv figur på din Toy Pad","Terminez un niveau en ne gardant qu'un seul personnage actif sur le Toy Pad.","Voltooi een level met steeds maar één personage actief op de Toy Pad","Completa un nivel con solo un personaje activo en el Toy Pad en todo momento"
"A34_DESC2_OF_ACHIEVEMENT","All","Marketing","Completed a level while only ever keeping one character active on the Toy Pad","Completed a level while only ever keeping one character active on the Toy Pad","Vous avez terminé un niveau en ne gardant qu'un seul personnage actif sur le Toy Pad.","Du hast ein Level mit jeweils einem aktiven Charakter beendet","Completaste un nivel con solo un personaje activo en la plataforma en todo momento","Hai completato un livello mantenendo uno solo personaggio attivo sul Toy Pad","Gennemførte en bane med kun en aktiv figur på din Toy Pad","Vous avez terminé un niveau en ne gardant qu'un seul personnage actif sur le Toy Pad.","Een level voltooid met steeds maar één personage actief op de Toy Pad","Completaste un nivel con solo un personaje activo en el Toy Pad en todo momento"
"A34_NAME_OF_ACHIEVEMENT","All","Ach_Name","Forever Alone","Forever Alone","Seul pour toujours","Für immer allein","Solo para siempre","Eternamente solo","Altid alene","Seul pour toujours","Voor altijd alleen","Solo para siempre"
"A35_DESC_OF_ACHIEVEMENT","All","Ach_Desc","Complete 25 'Locate Mode' puzzles","Complete 25 'Locate Mode' puzzles","Terminez 25 casse-têtes ''mode Repérage'' .","Löse 25 Rätsel im Positionsmodus","Completa 25 puzles del «modo localizar»","Completa 25 enigmi in ''modalità Rilevamento''","Fuldfør 'lokaliseringsmodus'-opgaver","Terminez 25 casse-têtes ''mode Repérage'' .","Voltooi 25 puzzels in de 'zoekstand'","Completa 25 rompecabezas del modo Localizar"
"A35_DESC2_OF_ACHIEVEMENT","All","Marketing","Completed 25 'Locate Mode' puzzles","Completed 25 'Locate Mode' puzzles","Vous avez terminé 25 casse-têtes ''mode Repérage'' .","Du hast 25 Rätsel im Positionsmodus gelöst","Completaste 25 puzles del «modo localizar»","Hai completato 25 enigmi in ''modalità Rilevamento''","Fuldførte 25 'lokaliseringsmodus'-opgaver","Vous avez terminé 25 casse-têtes ''mode Repérage'' .","25 puzzels in de 'zoekstand' voltooid","Completaste 25 rompecabezas del modo Localizar"
